Name,Northing,Easting,Elevation,Description,Description_2,Square,Spit,Plotted_Find,PF,Number,Direction,,,
1334,5010.827148,4999.924433,100.30137,EL_B2_9_N,End Levels,B2,9,,,,N,,,
1335,5010.851158,4999.85194,100.302682,EL_B3_9_E,End Levels,B3,9,,,,E,,,
1336,5011.442839,4999.212585,100.357274,EL_B3_9_N,End Levels,B3,9,,,,N,,,
1337,5011.203414,4998.925645,100.338674,EL_B3_9_W,End Levels,B3,9,,,,W,,,
1338,5011.031689,4999.384619,100.343958,EL_B3_9_C,End Levels,B3,9,,,,C,,,
1339,5011.468237,4999.123641,100.05889,PF_B3_9_SF15,Plotted Finds,B3,9,Sediment Feature,SF,15,,,,
1340,5011.454531,5000.277863,100.326109,PF_C3_9_HB318,Plotted Finds,C3,9,Human Bone,HB,318,,,,
1341,5010.653391,5000.280056,100.332022,PF_C2_9_HB319,Plotted Finds,C2,9,Human Bone,HB,319,,,,
1342,5012.291623,4999.584157,100.343163,PF_C4_9_C14X27,Plotted Finds,C4,9,Carbon Sample,C14X,27,,,,
1343,5010.874306,5000.389381,100.350679,PF_C2_9_HB320,Plotted Finds,C2,9,Human Bone,HB,320,,,,
1344,5011.283995,5000.246353,100.362891,PF_C3_9_L104,Plotted Finds,C3,9,Lithic,L,104,,,,
1345,5011.275424,5000.18355,100.34178,PF_C3_9_L104,Plotted Finds,C3,9,Lithic,L,104,,,,
1346,5011.23749,5000.231075,100.333572,PF_C3_9_L104,Plotted Finds,C3,9,Lithic,L,104,,,,
1347,5011.244948,5000.182129,100.310529,PF_C3_9_L104,Plotted Finds,C3,9,Lithic,L,104,,,,
1348,5011.266932,5000.255969,100.299251,PF_C3_9_L104,Plotted Finds,C3,9,Lithic,L,104,,,,
1349,5011.275261,5000.182924,100.309069,PF_C3_9_L104,Plotted Finds,C3,9,Lithic,L,104,,,,
1350,5011.268574,5000.215652,100.302029,PF_C3_9_L104,Plotted Finds,C3,9,Lithic,L,104,,,,
1351,5012.256643,4999.124954,100.330488,EL_C4_9A_C,End Levels,C4,9A,,,,C,,,
1352,5012.901896,4999.110226,100.338337,EL_C4_9_N,End Levels,C4,9,,,,N,,,
1353,5012.259845,4999.789981,100.346248,EL_C4_9_E,End Levels,C4,9,,,,E,,,
1354,5011.592187,4999.175681,100.354616,EL_C4_9_S,End Levels,C4,9,,,,S,,,
1355,5012.253795,4998.50181,100.358713,EL_C4_9_W,End Levels,C4,9,,,,W,,,
1356,5011.165666,4999.956781,100.337706,PF_C3_9_HM31,Plotted Finds,C3,9,Haematite,HM,31,,,,
1357,5011.326384,5000.007169,100.334882,PF_C3_9_HB321,Plotted Finds,C3,9,Human Bone,HB,321,,,,
1358,5011.27598,4999.98931,100.365392,PF_C3_9_HB322,Plotted Finds,C3,9,Human Bone,HB,322,,,,
1359,5011.225913,4999.994563,100.3582,PF_C3_9_HB323,Plotted Finds,C3,9,Human Bone,HB,323,,,,
1360,5011.059357,5000.547095,100.30137,PF_C2_9_HB324,Plotted Finds,C2,9,Human Bone,HB,324,,,,
1361,5012.273977,4999.816891,100.348409,EL_C3_9_N,End Levels,C3,9,,,,N,,,
1362,5011.556659,5000.499441,100.306672,EL_C3_9_E,End Levels,C3,9,,,,E,,,
1363,5010.884557,4999.916455,100.302953,EL_C3_9_S,End Levels,C3,9,,,,S,,,
1364,5011.554622,4999.215799,100.355121,EL_C3_9_W,End Levels,C3,9,,,,W,,,
1365,5011.633139,4999.867618,100.342906,EL_C3_9_C,End Levels,C3,9,,,,C,,,
1366,5011.082032,5000.762869,100.009551,PF_C2_9_C14X28,Plotted Finds,C2,9,Carbon Sample,C14X,28,,,,
1367,5012.329221,5000.217096,100.354822,PF_D3_9_HB325,Plotted Finds,D3,9,Human Bone,HB,325,,,,
1368,5011.486881,5000.5578,100.304135,EL_C2_9_N,End Levels,C2,9,,,,N,,,
1369,5010.870701,4999.971147,100.295591,EL_C2_9_W,End Levels,C2,9,,,,W,,,
1370,5010.904348,5000.569551,100.298145,EL_C2_9_C,End Levels,C2,9,,,,C,,,
1371,5010.564691,5000.341257,100.286751,EL_C2_9_S,End Levels,C2,9,,,,S,,,
1372,5011.015312,5000.886996,100.282738,EL_C2_9_E,End Levels,C2,9,,,,E,,,
1373,5012.364205,5000.303836,100.339209,PF_B3_9_HB326,Plotted Finds,B3,9,Human Bone,HB,326,,,,
1374,5011.415991,5000.787758,100.332149,PF_D2_9_HM32,Plotted Finds,D2,9,Haematite,HM,32,,,,
1375,5011.531478,5000.613705,100.342666,PF_D2_9_HB327,Plotted Finds,D2,9,Human Bone,HB,327,,,,
1376,5011.462396,5000.824863,100.333197,PF_D2_9_HB328,Plotted Finds,D2,9,Human Bone,HB,328,,,,
1377,5011.44239,5001.068073,100.33169,PF_D2_9_HB328,Plotted Finds,D2,9,Human Bone,HB,328,,,,
1378,5011.383207,5000.726197,100.348969,PF_D2_9_HB329,Plotted Finds,D2,9,Human Bone,HB,329,,,,
1379,5011.229256,5000.987216,100.272531,PF_D2_9_HB329,Plotted Finds,D2,9,Human Bone,HB,329,,,,
1380,5012.453485,5000.331902,100.333135,PF_D3_9_C14X29,Plotted Finds,D3,9,Carbon Sample,C14X,29,,,,
1381,5011.956082,5000.89472,100.324532,PF_D3_9_HB330,Plotted Finds,D3,9,Human Bone,HB,330,,,,
1382,5012.065703,5000.956338,100.329304,PF_D3_9_L105,Plotted Finds,D3,9,Lithic ,L,105,,,,
1383,5013.311988,4999.934811,100.35566,PF_D4_9_L106,Plotted Finds,D4,9,Lithic,L,106,,,,
1384,5011.525418,5000.818043,100.338722,PF_D2_9_HB331,Plotted Finds,D2,9,Human Bone,HB,331,,,,
1385,5011.432718,5001.057051,100.297532,PF_D2_9_HB331,Plotted Finds,D2,9,Human Bone,HB,331,,,,
1386,5011.832768,5001.161746,100.292652,PF_D2_9_C14X30,Plotted Finds,D2,9,Carbon Sample,C14X,30,,,,
1387,5011.842779,5001.60817,100.534925,PF_D2_9_R28,Plotted Finds,D2,9,Rock,R,28,,,,
1388,5011.904203,5001.713815,100.439288,PF_D2_9_R28,Plotted Finds,D2,9,Rock,R,28,,,,
1389,5011.860626,5001.473943,100.412488,PF_D2_9_R28,Plotted Finds,D2,9,Rock,R,28,,,,
1390,5011.664079,5001.741354,100.770217,PF_D2_9_R28,Plotted Finds,D2,9,Rock,R,28,,,,
1391,5011.710484,5001.434859,100.342426,PF_D2_9_R28,Plotted Finds,D2,9,Rock,R,28,,,,
1392,5011.88178,5001.684414,100.448803,PF_D2_9_R28,Plotted Finds,D2,9,Rock,R,28,,,,
1393,5011.67755,5001.76301,100.372493,PF_D2_9_R28,Plotted Finds,D2,9,Rock,R,28,,,,
1394,5011.710891,5001.717587,100.316939,PF_D2_9_R28,Plotted Finds,D2,9,Rock,R,28,,,,
1395,5011.687994,5001.524522,100.305002,PF_D2_9_R28,Plotted Finds,D2,9,Rock,R,28,,,,
1396,5012.700098,5000.798802,100.334219,PF_D3_9_HB332,Plotted Finds,D3,9,Human Bone,HB,332,,,,
1397,5012.352141,4999.975208,100.334436,PF_D3_9_HB333,Plotted Finds,D3,9,Human Bone,HB,333,,,,
1398,5011.700665,5000.629106,100.312188,PF_D3_9_L107,Plotted Finds,D3,9,Lithic,L,107,,,,
1399,5012.463151,4999.826066,100.344123,PF_D4_9_L108,Plotted Finds,D4,9,Lithic,L,108,,,,
1400,5012.681798,5000.137479,100.355885,PF_D4_9_HB349,Plotted Finds,D4,9,Human Bone,HB,349,,,,
1401,5012.76833,5000.221865,100.413537,PF_D4_9_HB334,Plotted Finds,D4,9,Human Bone,HB,334,,,,
1402,5011.196151,5001.024064,100.225919,PF_D2_9_HB331,Plotted Finds,D2,9,Human Bone,HB,331,,,,
1403,5013.020633,4999.231637,100.36441,PF_D4_9_L109,Plotted Finds,D4,9,Lithic,L,109,,,,
1404,5012.998847,5000.481735,100.340805,EL_D3_9_N,End Levels,D3,9,,,,N,,,
1405,5012.330617,5001.221306,100.335705,EL_D3_9_E,End Levels,D3,9,,,,E,,,
1406,5011.517672,5000.518167,100.303702,EL_D3_9_S,End Levels,D3,9,,,,S,,,
1407,5012.242343,4999.797679,100.340111,EL_D3_9_W,End Levels,D3,9,,,,W,,,
1408,5012.256998,5000.463057,100.322439,EL_D3_9_C,End Levels,D3,9,,,,C,,,
1409,5011.28418,5001.080552,100.272814,PF_D2_9_HM33,Plotted Finds,D2,9,Haematite,HM,33,,,,
1410,5011.948819,5001.470279,100.334123,PF_D2_9_L110,Plotted Finds,D2,9,Lithic,L,110,,,,
1411,5013.149987,4999.746709,100.333327,PF_D4_9_HB335,Plotted Finds,D4,9,Human Bone,HB,335,,,,
1412,5014.048643,5000.261507,100.692336,PF_E4_9_R29,Plotted Finds,E4,9,Rock,R,29,,,,
1413,5013.886422,5000.234607,100.675273,PF_E4_9_R29,Plotted Finds,E4,9,Rock,R,29,,,,
1414,5013.97948,5000.277719,100.674608,PF_E4_9_R29,Plotted Finds,E4,9,Rock,R,29,,,,
1415,5013.999599,5000.188005,100.685044,PF_E4_9_R29,Plotted Finds,E4,9,Rock,R,29,,,,
1416,5014.040019,5000.247112,100.670263,PF_E4_9_R29,Plotted Finds,E4,9,Rock,R,29,,,,
1417,5013.914561,5000.232462,100.642095,PF_E4_9_R29,Plotted Finds,E4,9,Rock,R,29,,,,
1418,5012.931862,4999.730271,100.695381,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1419,5012.985572,4999.647046,100.655415,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1420,5013.168432,4999.817448,100.608648,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1421,5013.116845,4999.893487,100.610643,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1422,5013.006771,4999.747571,100.715784,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1423,5013.006,4999.743795,100.715588,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1424,5013.117585,4999.768069,100.670699,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1425,5013.105444,4999.85037,100.657885,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1426,5012.937886,4999.723944,100.704047,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1427,5013.082226,4999.722786,100.686415,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1428,5012.929793,4999.648798,100.499044,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1429,5012.853464,4999.751277,100.527245,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1430,5013.022734,4999.892949,100.505253,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1431,5012.810161,4999.768025,100.371071,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1432,5012.908571,4999.848383,100.410784,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1433,5012.888834,4999.648957,100.382573,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1434,5013.076371,4999.4739,100.480521,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1435,5012.978308,4999.442952,100.435111,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1436,5012.991726,4999.422046,100.434062,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1437,5013.093112,4999.409964,100.427078,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1438,5013.078097,4999.468859,100.480132,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1439,5013.076858,4999.578082,100.32473,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1440,5012.990075,4999.546379,100.324798,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1441,5012.969765,4999.405467,100.33159,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1442,5013.117509,4999.443088,100.379971,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1443,5013.085828,4999.567024,100.322391,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1444,5012.668451,4999.432933,100.335761,PF_D4_9_R32,Plotted Finds,D4,9,Rock,R,32,,,,
1445,5012.81647,4999.492784,100.335027,PF_D4_9_R32,Plotted Finds,D4,9,Rock,R,32,,,,
1446,5012.887245,4999.35721,100.330465,PF_D4_9_R32,Plotted Finds,D4,9,Rock,R,32,,,,
1447,5012.784562,4999.320949,100.328463,PF_D4_9_R32,Plotted Finds,D4,9,Rock,R,32,,,,
1448,5012.849067,4999.4314,100.334189,PF_D4_9_R32,Plotted Finds,D4,9,Rock,R,32,,,,
1449,5012.728149,4999.369639,100.335399,PF_D4_9_R32,Plotted Finds,D4,9,Rock,R,32,,,,
1450,5013.208661,4999.605103,100.323262,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1451,5013.389387,4999.614767,100.336597,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1452,5013.525046,4999.794618,100.347851,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1453,5013.518862,4999.893242,100.334864,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1454,5013.375082,4999.826409,100.329849,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1455,5013.302081,4999.807409,100.321449,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1456,5013.214363,4999.709641,100.330613,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1457,5013.235617,4999.671632,100.393553,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1458,5013.33984,4999.779744,100.39159,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1459,5013.494579,4999.84594,100.396896,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1460,5013.492567,4999.750522,100.404353,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1461,5013.414272,4999.645681,100.430954,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1462,5013.330136,4999.639839,100.443967,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1463,5013.269092,4999.603377,100.414208,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1464,5013.448826,4999.78703,100.408629,PF_D4_9_R33,Plotted Finds,D4,9,Rock,R,33,,,,
1465,5013.474982,5000.09025,100.345019,PF_D4_9_R34,Plotted Finds,D4,9,Rock,R,34,,,,
1466,5013.465008,5000.226212,100.344416,PF_D4_9_R34,Plotted Finds,D4,9,Rock,R,34,,,,
1467,5013.395373,5000.298297,100.344872,PF_D4_9_R34,Plotted Finds,D4,9,Rock,R,34,,,,
1468,5013.295138,5000.271924,100.336239,PF_D4_9_R34,Plotted Finds,D4,9,Rock,R,34,,,,
1469,5013.327,5000.176098,100.345427,PF_D4_9_R34,Plotted Finds,D4,9,Rock,R,34,,,,
1470,5013.404375,5000.128815,100.337631,PF_D4_9_R34,Plotted Finds,D4,9,Rock,R,34,,,,
1471,5013.334282,5000.228324,100.451886,PF_D4_9_R34,Plotted Finds,D4,9,Rock,R,34,,,,
1472,5013.38034,5000.294767,100.404653,PF_D4_9_R34,Plotted Finds,D4,9,Rock,R,34,,,,
1481,5012.816518,5000.289597,100.348878,PF_D3_9_R35,Plotted Finds,D3,9,Rock,R,35,,,,
1482,5012.759186,5000.318655,100.342416,PF_D3_9_R35,Plotted Finds,D3,9,Rock,R,35,,,,
1483,5012.713799,5000.240759,100.346781,PF_D3_9_R35,Plotted Finds,D3,9,Rock,R,35,,,,
1484,5012.732178,5000.22537,100.345803,PF_D3_9_R35,Plotted Finds,D3,9,Rock,R,35,,,,
1485,5012.778476,5000.303546,100.38585,PF_D3_9_R35,Plotted Finds,D3,9,Rock,R,35,,,,
1486,5012.702451,5000.053989,100.339241,PF_D4_9_R36,Plotted Finds,D4,9,Rock,R,36,,,,
1487,5012.623104,5000.024665,100.33531,PF_D4_9_R36,Plotted Finds,D4,9,Rock,R,36,,,,
1488,5012.656419,4999.960167,100.339973,PF_D4_9_R36,Plotted Finds,D4,9,Rock,R,36,,,,
1489,5012.711503,4999.96767,100.343301,PF_D4_9_R36,Plotted Finds,D4,9,Rock,R,36,,,,
1490,5012.685138,5000.006801,100.369542,PF_D4_9_R36,Plotted Finds,D4,9,Rock,R,36,,,,
1491,5012.257947,5001.242917,100.309873,EL_D2_9_N,End Levels,D2,9,,,,N,,,
1492,5011.513426,5000.569138,100.305839,EL_D2_9_W,End Levels,D2,9,,,,W,,,
1493,5011.639044,5001.183325,100.281084,EL_D2_9_C,End Levels,D2,9,,,,C,,,
1494,5011.699464,5001.871917,100.306352,EL_D2_9_E,End Levels,D2,9,,,,E,,,
1495,5011.289405,5001.084227,100.273943,EL_D2_9_S,End Levels,D2,9,,,,S,,,
1496,5014.379297,5000.459531,100.303277,EL_E4_9_N,End Levels,E4,9,,,,N,,,
1497,5013.805744,5001.125884,100.30157,EL_E4_9_E,End Levels,E4,9,,,,E,,,
1498,5013.060957,5000.439775,100.336338,EL_E4_9_S,End Levels,E4,9,,,,S,,,
1499,5013.68429,4999.824522,100.339085,EL_E4_9_W,End Levels,E4,9,,,,W,,,
1500,5013.774371,5000.499875,100.331243,EL_E4_9_C,End Levels,E4,9,,,,C,,,
1501,5013.333515,5000.441748,100.331118,PF_E4_9A_SF17,Plotted Finds,E4,9A,Sediment Feature,SF,17,,,,
1502,5013.593004,5000.411368,100.332428,PF_E4_9A_SF17,Plotted Finds,E4,9A,Sediment Feature,SF,17,,,,
1503,5013.643718,5000.59556,100.315415,PF_E4_9A_SF17,Plotted Finds,E4,9A,Sediment Feature,SF,17,,,,
1504,5013.450168,5000.676644,100.30924,PF_E4_9A_SF17,Plotted Finds,E4,9A,Sediment Feature,SF,17,,,,
1505,5011.678408,5001.012867,100.27992,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,,
1506,5011.732169,5001.038031,100.27893,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,,
1507,5011.712187,5000.959043,100.282134,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,,
1508,5011.635393,5000.983766,100.286667,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,,
1509,5011.658046,5001.060827,100.277056,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,,
1510,5012.917883,4999.666577,100.35978,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1511,5013.068416,4999.774359,100.434461,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1512,5013.00789,4999.863052,100.451727,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1513,5012.880463,4999.80735,100.342981,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1514,5012.828206,4999.761867,100.339019,PF_D4_9_R30,Plotted Finds,D4,9,Rock,R,30,,,,
1515,5012.992109,4999.839042,100.406995,PF_D4_9_C14X31,Plotted Finds,D4,9,Carbon Sample,C14X,31,,,,
1516,5013.004207,4999.447715,100.337606,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1517,5013.027248,4999.4145,100.334072,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1518,5013.108423,4999.494078,100.323929,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1519,5013.05546,4999.53658,100.31749,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1520,5012.969588,4999.469543,100.335325,PF_D4_9_R31,Plotted Finds,D4,9,Rock,R,31,,,,
1521,5012.991416,4999.782293,100.393952,PF_D4_9_R37,Plotted Finds,D4,9,Rock,R,37,,,,
1522,5013.043724,4999.774904,100.364638,PF_D4_9_R37,Plotted Finds,D4,9,Rock,R,37,,,,
1523,5013.037125,4999.803651,100.36751,PF_D4_9_R37,Plotted Finds,D4,9,Rock,R,37,,,,
1524,5012.991429,4999.802616,100.390294,PF_D4_9_R37,Plotted Finds,D4,9,Rock,R,37,,,,
1525,5013.014998,4999.780584,100.348135,PF_D4_9_R37,Plotted Finds,D4,9,Rock,R,37,,,,
1526,5012.99686,4999.870887,100.316054,PF_D4_9_HB337,Plotted Finds,D4,9,Human Bone,HB,337,,,,
1527,5013.044874,4999.729608,100.325972,PF_D4_9_HB338,Plotted Finds,D4,9,Human Bone,HB,338,,,,
1528,5013.687349,4999.815658,100.343229,EL_D4_9_N,End Levels,D4,9,,,,N,,,
1529,5013.05634,5000.439273,100.33422,EL_D4_9_E,End Levels,D4,9,,,,E,,,
1530,5012.342904,4999.789795,100.355428,EL_D4_9_S,End Levels,D4,9,,,,S,,,
1531,5012.939114,4999.142269,100.331077,EL_D4_9_W,End Levels,D4,9,,,,W,,,
1532,5012.965837,4999.824994,100.328578,EL_D4_9_C,End Levels,D4,9,,,,C,,,
1533,5011.522183,4999.212342,100.30078,EL_B3_10_N,End Levels,B3,10,,,,N,,,
1534,5010.860138,4999.901644,100.252849,EL_B3_10_E,End Levels,B3,10,,,,E,,,
1535,5010.861929,4999.903854,100.250836,EL_B3_10_S,End Levels,B3,10,,,,S,,,
1536,5010.859224,4999.257629,100.309529,EL_B3_10_S,End Levels,B3,10,,,,S,,,
1537,5011.205563,4998.891379,100.29936,EL_B3_10_W,End Levels,B3,10,,,,W,,,
1538,5011.218519,4999.292836,100.289773,EL_B3_10_C,End Levels,B3,10,,,,C,,,
CP1,5016,5006,100.37,control point,Control Points,,,,,,,,,
TBM03,5020,5003,100.795,TBM03,Temporary Bench Mark,,,,,,,,,
